time;x;y;z;speed x;speed y;speed z;roll;pitch;yaw;pX|X;pX|Y;pX|Z;pY|X;pY|Y;pY|Z;pZ|X;pZ|Y;pZ|Z;roll Scalar;pitch Scalar;yaw Scalar;accelerate;roll Input;pitch Input;yaw Input
17,5183;1906,562;100,5201;2,986084;112,4244;1,597523;0,1284922;-0,8506485;3,843081;89,94054;4,25E-05;0,01481362;-0,9998904;-0,06703214;0,9976414;0,01477745;0,9977509;0,06702416;0,001035356;0,9976416;0,06702416;0,001035356;1;0;0;0
17,535;1908,439;100,5468;2,988281;112,4244;1,599171;0,1281634;-0,8508785;3,843182;89,94054;4,24E-05;0,01481808;-0,9998903;-0,0670343;0,9976411;0,01478191;0,9977507;0,06702632;0,001035595;0,9976413;0,06702632;0,001035595;1;0;0;0
17,5517;1910,317;100,5735;2,990356;112,4244;1,60078;0,1278445;-0,8511084;3,843335;89,94052;4,22E-05;0,01482221;-0,9998903;-0,06703645;0,997641;0,01478603;0,9977507;0,06702846;0,001035766;0,9976413;0,06702846;0,001035766;1;-1;0;0
17,5684;1912,194;100,6003;2,993164;112,4243;1,602351;0,127535;-1,037409;3,843234;89,92831;3,74E-05;0,01806476;-0,999837;-0,06703873;0,9975876;0,0180216;0,9977506;0,06702711;0,001248392;0,9975881;0,06702711;0,001248392;1;-1;0;0
17,5851;1914,071;100,627;2,996338;112,4243;1,603874;0,1278999;-1,394093;3,842877;89,90495;2,78E-05;0,02427477;-0,9997056;-0,06704108;0,9974563;0,02421828;0,9977505;0,06702065;0,001655135;0,9974568;0,06702065;0,001655135;1;-1;0;0
17,6018;1915,949;100,6538;3,000122;112,4243;1,605334;0,1295282;-1,907007;3,842061;89,87134;1,46E-05;0,033203;-0,9994488;-0,06704341;0,9972;0,03312731;0,9977502;0,06700595;0,002240576;0,9972003;0,06700595;0,002240576;1;-1;0;0
17,6185;1917,826;100,6805;3,004272;112,4243;1,606708;0,1329445;-2,563153;3,840481;89,82838;-2,92E-06;0,04461952;-0,9990041;-0,06704558;0,9967562;0,04451931;0,99775;0,06697893;0,002988635;0,9967564;0,06697893;0,002988635;1;-1;0;0
17,6352;1919,704;100,7073;3,009033;112,4242;1,607959;0,1386082;-3,350417;3,837931;89,77686;-2,40E-05;0,05831166;-0,9982986;-0,06704756;0,996052;0,05818204;0,99775;0,06693485;0,003885785;0,9960524;0,06693485;0,003885785;1;-1;0;0
17,6519;1921,581;100,734;3,014282;112,4242;1,609037;0,1469236;-4,258;3,834102;89,71751;-4,81E-05;0,07408161;-0,9972523;-0,06704911;0,9950078;0,07391811;0,9977498;0,06686842;0,004919263;0,9950081;0,06686842;0,004919263;1;-1;0;0
17,6686;1923,459;100,7606;3,02002;112,4242;1,609877;0,1582441;-5,275815;3,828736;89,65104;-7,52E-05;0,09174463;-0,9957826;-0,06705017;0,9935412;0,09154318;0,9977497;0,06677428;0,006076825;0,9935414;0,06677428;0,006076825;1;-1;0;0
17,6853;1925,336;100,7872;3,026367;112,4242;1,610399;0,1728746;-6,394576;3,821415;89,57812;-0,000105154;0,1111273;-0,9938063;-0,06705056;0,9915689;0,1108842;0,9977497;0,0666469;0,007346876;0,9915692;0,0666469;0,007346876;1;-1;0;0
17,702;1927,214;100,8136;3,033325;112,4241;1,610508;0,1910754;-7,605891;3,811873;89,49933;-0,000137699;0,1320661;-0,9912412;-0,06705011;0,989009;0,131778;0,9977499;0,06648092;0,008718856;0,9890096;0,06648092;0,008718856;1;-1;0;0
17,7187;1929,091;100,8399;3,040771;112,4241;1,610094;0,2130664;-8,902098;3,799833;89,41527;-0,000172377;0,1544063;-0,9880077;-0,06704873;0,9857823;0,1540703;0,9977499;0,06627116;0,01018282;0,9857828;0,06627116;0,01018282;1;-1;0;0
17,7354;1930,968;100,8661;3,04895;112,4241;1,609035;0,2390303;-10,276;3,785014;89,32647;-0,000208746;0,1780008;-0,9840305;-0,06704639;0,9818137;0,177614;0,9977501;0,06601271;0,01172935;0,9818141;0,06601271;0,01172935;1;-1;0;0
17,7521;1932,846;100,8921;3,057861;112,4241;1,607195;0,2691153;-11,72111;3,767072;89,23346;-0,000246448;0,202709;-0,9792391;-0,06704287;0,9770325;0,2022691;0,9977502;0,06570083;0,0133494;0,9770327;0,06570083;0,0133494;1;-1;0;0
17,7688;1934,723;100,9179;3,067505;112,4241;1,604431;0,303437;-13,23147;3,745909;89,1368;-0,000286436;0,2283965;-0,9735684;-0,06703809;0,9713737;0,2279014;0,9977506;0,06533138;0,01503301;0,9713742;0,06533138;0,01503301;1;-1;0;0
17,7855;1936,601;100,9435;3,077881;112,424;1,600586;0,3420767;-14,8016;3,721154;89,03691;-0,000327408;0,2549341;-0,9669586;-0,06703192;0,964778;0,254382;0,9977509;0,06490032;0,01677284;0,9647784;0,06490032;0,01677284;1;-1;0;0
17,8022;1938,478;100,9688;3,089111;112,424;1,595498;0,3850904;-16,42649;3,69263;88,93431;-0,000369771;0,282198;-0,9593563;-0,06702427;0,9571919;0,2815872;0,9977515;0,06440421;0,01856016;0,9571923;0,06440421;0,01856016;1;-1;0;0
17,8189;1940,356;100,9938;3,101318;112,424;1,588999;0,4325054;-18,10155;3,660249;88,82942;-0,000413038;0,3100685;-0,9507143;-0,06701507;0,9485684;0,3093978;0,997752;0,06383993;0,02038746;0,9485687;0,06383993;0,02038746;1;-1;0;0
17,8356;1942,233;101,0185;3,11438;112,424;1,580913;0,4843244;-19,82254;3,623744;88,7227;-0,00045754;0,3384302;-0,9409917;-0,06700422;0,9388664;0,3376985;0,9977528;0,06320482;0,02224666;0,938867;0,06320482;0,02224666;1;-1;0;0
17,8523;1944,11;101,0428;3,12854;112,424;1,571063;0,5405251;-21,58562;3,5831;88,61456;-0,000502728;0,367172;-0,9301531;-0,06699163;0,9280511;0,3663785;0,9977536;0,06249657;0,02413087;0,9280515;0,06249657;0,02413087;1;-1;0;0
17,869;1945,988;101,0667;3,143677;112,424;1,559268;0,6010638;-23,38721;3,538174;88,5054;-0,000548501;0,3961865;-0,91817;-0,06697722;0,9160938;0,3953307;0,9977545;0,06171325;0,02603298;0,916094;0,06171325;0,02603298;1;-1;0;0
17,8857;1947,865;101,0902;3,159912;112,4239;1,545349;0,6658762;-25,22408;3,488856;88,39563;-0,00059475;0,4253697;-0,9050195;-0,06696089;0,9029714;0,4244512;0,9977555;0,06085332;0,02794608;0,9029716;0,06085332;0,02794608;1;-1;0;0
17,9024;1949,743;101,1132;3,177368;112,4239;1,529124;0,7348778;-27,09324;3,434959;88,28562;-0,000641644;0,4546218;-0,8906845;-0,06694271;0,888667;0,4536403;0,9977568;0,05991581;0,02986338;0,8886674;0,05991581;0,02986338;1;-1;0;0
17,9191;1951,62;101,1357;3,196045;112,4239;1,510415;0,8079653;-28,99197;3,376726;88,17571;-0,000688382;0,4838456;-0,8751534;-0,06692277;0,8731691;0,4828013;0,9977582;0,05889989;0,03177917;0,8731696;0,05889989;0,03177917;1;-1;0;0
17,9358;1953,498;101,1576;3,215942;112,4239;1,489043;0,8850206;-30,91775;3,313871;88,06626;-0,000734888;0,5129479;-0,8584197;-0,06690106;0,8564713;0,5118411;0,9977596;0,05780518;0,03368729;0,8564718;0,05780518;0,03368729;1;-1;0;0
17,9525;1955,375;101,1789;3,237305;112,4239;1,464839;0,9659092;-32,86828;3,246427;87,95758;-0,000780568;0,5418386;-0,8404824;-0,06687757;0,8385725;0,5406696;0,997761;0,05663137;0,03558226;0,8385727;0,05663137;0,03558226;1;-1;0;0
17,9692;1957,253;101,1995;3,259888;112,4238;1,437631;1,050483;-34,84148;3,174655;87,85007;-0,000826597;0,5704311;-0,8213451;-0,06685206;0,8194764;0,5692006;0,9977627;0,05537906;0,0374571;0,8194765;0,05537906;0,0374571;1;-1;0;0
17,9859;1959,13;101,2194;3,283813;112,4238;1,407257;1,138578;-36,83538;3,098257;87,74398;-0,000871919;0,5986418;-0,8010167;-0,06682485;0,7991914;0,5973506;0,9977646;0,05404851;0,03930727;0,7991918;0,05404851;0,03930727;1;-1;0;0
18,0026;1961,007;101,2386;3,309326;112,4238;1,373562;1,230017;-38,84826;3,017464;87,63964;-0,000916705;0,6263905;-0,7795092;-0,06679586;0,77773;0,6250395;0,9977666;0,0526408;0,04112726;0,7777305;0,0526408;0,04112726;1;-1;0;0
18,0193;1962,885;101,2569;3,336304;112,4237;1,336394;1,324615;-40,87846;2,932381;87,53734;-0,000960574;0,6535997;-0,75684;-0,06676486;0,7551095;0,6521902;0,9977684;0,05115667;0,04291211;0,7551098;0,05115667;0,04291211;1;-1;0;0
18,036;1964,762;101,2743;3,364746;112,4237;1,295613;1,422171;-42,92452;2,842898;87,43736;-0,001003817;0,6801962;-0,7330297;-0,06673205;0,7313503;0,6787295;0,9977706;0,0495978;0,04465669;0,7313506;0,0495978;0,04465669;1;-1;0;0
18,0527;1966,64;101,2908;3,394775;112,4236;1,251083;1,52248;-44,98506;2,749297;87,33996;-0,0010463;0,7061089;-0,7081028;-0,06669748;0,7064769;0,7045864;0,9977729;0,04796571;0,04635642;0,7064773;0,04796571;0,04635642;1;-1;0;0
18,0694;1968,517;101,3063;3,426392;112,4235;1,20268;1,625322;-47,05888;2,651587;87,24538;-0,001087606;0,7312704;-0,682087;-0,06666124;0,6805171;0,7296937;0,9977753;0,04626226;0,04800719;0,6805173;0,04626226;0,04800719;1;-1;0;0
18,0861;1970,395;101,3207;3,459595;112,4234;1,150288;1,730475;-49,14481;2,549831;87,15388;-0,001127765;0,7556165;-0,6550136;-0,06662324;0,6535017;0,7539874;0,9977777;0,04448926;0,04960455;0,653502;0,04448926;0,04960455;1;-1;0;0
18,1028;1972,272;101,334;3,494385;112,4233;1,0938;1,837707;-51,24181;2,444325;87,06569;-0,001166835;0,7790858;-0,6269168;-0,06658354;0,6254652;0,7774061;0,9977804;0,04264918;0,05114435;0,6254656;0,04264918;0,05114435;1;-1;0;0
18,1195;1974,15;101,3461;3,530884;112,4232;1,033119;1,94678;-53,34895;2,335148;86,98105;-0,001204714;0,8016199;-0,5978334;-0,06654194;0,5964442;0,7998917;0,9977832;0,04074436;0,05262265;0,5964447;0,04074436;0,05262265;1;-1;0;0
18,1362;1976,027;101,3569;3,569092;112,4231;0,9681609;2,05745;-55,46533;2,222287;86,90009;-0,001240924;0,8231639;-0,5678028;-0,06649911;0,5664783;0,8213893;0,9977858;0,03877753;0,05403662;0,5664785;0,03877753;0,05403662;1;-1;0;0
18,1529;1977,904;101,3665;3,608887;112,4229;0,8988487;2,169471;-57,5902;2,106265;86,82306;-0,001275659;0,843666;-0,536867;-0,06645465;0,5356091;0,8418472;0,9977887;0,03675118;0,05538224;0,5356092;0,03675118;0,05538224;1;-1;0;0
18,1696;1979,782;101,3746;3,650513;112,4227;0,8251176;2,282592;-59,72279;1,986723;86,75016;-0,001309305;0,8630773;-0,5050707;-0,06640869;0,5038809;0,8612167;0,9977919;0,03466848;0,05665597;0,5038813;0,03466848;0,05665597;1;-1;0;0
18,1863;1981,659;101,3813;3,693726;112,4225;0,7469139;2,396556;-61,86248;1,864351;86,68149;-0,001340747;0,8813517;-0,4724593;-0,0663617;0,4713397;0,8794516;0,997795;0,03253219;0,05785593;0,47134;0,03253219;0,05785593;1;-1;0;0
18,203;1983,537;101,3865;3,73877;112,4222;0,664194;2,511109;-64,00867;1,739001;86,61725;-0,00137046;0,8984464;-0,4390812;-0,06631345;0,4380334;0,8965096;0,997798;0,03034556;0,05897874;0,4380335;0,03034556;0,05897874;1;-1;0;0
18,2197;1985,414;101,3901;3,7854;112,422;0,5769262;2,625993;-66,16077;1,610948;86,55762;-0,001398951;0,9143217;-0,4049865;-0,06626379;0,4040119;0,9123507;0,9978013;0,02811214;0,06002113;0,4040121;0,02811214;0,06002113;1;-1;0;0
18,2364;1987,292;101,3921;3,83374;112,4217;0,4850901;2,740947;-68,31831;1,480416;86,50268;-0,001425236;0,9289405;-0,3702263;-0,06621292;0,3693266;0,9269378;0,9978045;0,02583486;0,06098148;0,3693266;0,02583486;0,06098148;1;-1;0;0
18,2531;1989,169;101,3923;3,883789;112,4213;0,3886756;2,855712;-70,48083;1,347556;86,4526;-0,001449794;0,9422692;-0,3348537;-0,06616104;0,3340298;0,9402378;0,9978081;0,02351728;0,0618571;0,33403;0,02351728;0,0618571;1;-1;0;0
18,2698;1991,047;101,3908;3,935547;112,4209;0,2876838;2,970027;-72,64792;1,21273;86,40748;-0,001472473;0,9542766;-0,2989223;-0,06610808;0,2981756;0,9522192;0,9978117;0,02116302;0,06264615;0,2981759;0,02116302;0,06264615;1;-1;0;0
18,2865;1992,924;101,3874;3,988892;112,4205;0,1821271;3,083634;-74,81921;1,075928;86,36744;-0,001493216;0,9649345;-0,2624876;-0,06605393;0,2618192;0,9628541;0,9978153;0,01877579;0,06334653;0,2618196;0,01877579;0,06334653;1;-1;0;0
18,3032;1994,802;101,3821;4,043945;112,42;0,07202931;3,196274;-76,99437;0,9371173;86,33255;-0,001511931;0,9742178;-0,2256056;-0,065999;0,2250166;0,9721173;0,9978188;0,01635927;0,06395695;0,2250168;0,01635927;0,06395695;1;-1;0;0
18,3199;1996,679;101,3748;4,100586;112,4195;-0,04257493;3,307692;-79,17307;0,7972127;86,30288;-0,001528293;0,9821041;-0,1883335;-0,0659433;0,1878247;0,9799865;0,9978223;0,01391691;0,06447601;0,1878248;0,01391691;0,06447601;1;-1;0;0
18,3366;1998,556;101,3654;4,158813;112,419;-0,1616411;3,417637;-81,35506;0,6561096;86,27854;-0,001542777;0,9885741;-0,1507289;-0,06588662;0,1503009;0,9864426;0,9978261;0,01145273;0,06490177;0,1503011;0,01145273;0,06490177;1;-1;0;0
18,3533;2000,434;101,3539;4,218628;112,4183;-0,2851134;3,525856;-83,54006;0,513962;86,25959;-0,001555145;0,9936109;-0,1128503;-0,06582922;0,1125038;0,9914684;0,9978298;0,008970588;0,06523356;0,1125039;0,008970588;0,06523356;1;-1;0;0
18,37;2002,311;101,3403;4,279907;112,4177;-0,4129254;3,632103;-85,72787;0,3711503;86,24606;-0,001565576;0,997201;-0,07475665;-0,06577158;0,07449186;0,9950506;0,9978338;0,006474316;0,06547046;0,07449222;0,006474316;0,06547046;1;-1;0;0
18,3867;2004,189;101,3244;4,342651;112,4169;-0,5450004;3,736135;-87,91827;0,2264194;86,23799;-0,001573473;0,9993325;-0,03650701;-0,0657132;0,03632447;0,9971775;0,9978377;0,003967613;0,06561178;0,03632483;0,003967613;0,06561178;1;-1;0;0
18,4034;2006,066;101,3063;4,40686;112,4162;-0,6812525;3,837715;-90,11108;0,08392937;86,23541;-0,001579136;0,9999974;0,001838863;-0,06565443;-0,00193882;0,9978409;0,9978415;0,001454741;0,06565705;-0,001938575;0,001454741;0,06565705;1;-1;0;0
18,4201;2007,943;101,2858;4,472534;112,4153;-0,8215845;3,93661;-92,30614;-0,05934703;86,23837;-0,001582444;0,9991896;0,04022157;-0,06559515;-0,04023874;0,9970348;0,9978452;-0,001060635;0,06560558;-0,04023872;-0,001060635;0,06560558;1;-1;0;0
18,4368;2009,821;101,2628;4,539429;112,4144;-0,9658906;4,03259;-94,50327;-0,2046302;86,24687;-0,001583755;0,9969068;0,07858089;-0,06553602;-0,07851577;0,9947567;0,9978492;-0,003574669;0,06545728;-0,07851554;-0,003574669;0,06545728;1;-1;0;0
18,4535;2011,698;101,2375;4,607666;112,4134;-1,114056;4,125434;-96,70238;-0,3483046;86,26089;-0,001582444;0,9931476;0,1168576;-0,06547642;-0,1167101;0,9910055;0,997853;-0,006083369;0,06521219;-0,11671;-0,006083369;0,06521219;1;-1;0;0
18,4702;2013,575;101,2096;4,677124;112,4124;-1,265956;4,214926;-98,90334;-0,4917827;86,28046;-0,001578927;0,9879146;0,154992;-0,06541669;-0,1547623;0,9857837;0,9978569;-0,008582652;0,06487036;-0,1547622;-0,008582652;0,06487036;1;-1;0;0
18,4869;2015,453;101,1791;4,747803;112,4113;-1,421457;4,300855;-101,106;-0,6342734;86,30551;-0,001573294;0,9812124;0,1929245;-0,0653573;-0,1926132;0,9790958;0,9978608;-0,01106867;0,06443235;-0,1926132;-0,01106867;0,06443235;1;-1;0;0
18,5036;2017,33;101,1461;4,81958;112,4101;-1,580418;4,383018;-103,3104;-0,7755645;86,33606;-0,001565278;0,9730482;0,2305969;-0,06529817;-0,2302046;0,9709492;0,9978647;-0,01353785;0,06389844;-0,2302046;-0,01353785;0,06389844;1;-1;0;0
18,5203;2019,207;101,1104;4,892334;112,4089;-1,742688;4,461221;-105,5162;-0,9157847;86,37207;-0,001554996;0,9634318;0,2679501;-0,06523919;-0,2674776;0,9613534;0,9978688;-0,01598623;0,06326905;-0,2674774;-0,01598623;0,06326905;1;-1;0;0
18,537;2021,084;101,0719;4,966064;112,4076;-1,908111;4,535274;-107,7236;-1,054805;86,41344;-0,001542419;0,9523751;0,304926;-0,06518102;-0,3043739;0,9503202;0,9978725;-0,01840982;0,06254593;-0,3043737;-0,01840982;0,06254593;1;-1;0;0
18,5537;2022,961;101,0308;5,040771;112,4062;-2,076521;4,604998;-109,9323;-1,192226;86,46018;-0,001527309;0,9398925;0,3414674;-0,06512278;-0,3408365;0,9378645;0,9978762;-0,020805;0,06172884;-0,3408364;-0,020805;0,06172884;1;-1;0;0
18,5704;2024,839;100,9869;5,116333;112,4047;-2,247745;4,67022;-112,1424;-1,327512;86,51221;-0,001510113;0,9260012;0,3775179;-0,06506541;-0,3768095;0,924003;0,99788;-0,02316818;0,06081948;-0,3768094;-0,02316818;0,06081948;1;-1;0;0
18,5871;2026,716;100,9402;5,192627;112,4032;-2,421604;4,730775;-114,3538;-1,460989;86,56945;-0,001490742;0,9107203;0,4130214;-0,06500891;-0,4122366;0,9087548;0,9978837;-0,0254955;0,05981919;-0,4122365;-0,0254955;0,05981919;1;-1;0;0
18,6038;2028,593;100,8906;5,269653;112,4016;-2,597913;4,786509;-116,5665;-1,592007;86,63183;-0,001469404;0,8940712;0,447923;-0,06495315;-0,4470632;0,8921415;0,9978875;-0,0277833;0,05872926;-0,4470631;-0,0277833;0,05872926;1;-1;0;0
18,6205;2030,47;100,8382;5,34729;112,3999;-2,776478;4,837274;-118,7803;-1,720674;86,69921;-0,001445666;0,8760774;0,4821683;-0,06489858;-0,4812346;0,8741862;0,9978908;-0,03002828;0,05755185;-0,4812345;-0,03002828;0,05755185;1;-1;0;0
18,6372;2032,347;100,7828;5,425415;112,3982;-2,957104;4,882935;-120,9952;-1,846844;86,77157;-0,001419947;0,8567653;0,5157048;-0,06484497;-0,5146988;0,8549155;0,9978944;-0,03222695;0,05628766;-0,5146988;-0,03222695;0,05628766;1;-1;0;0
18,6539;2034,224;100,7246;5,503906;112,3963;-3,139586;4,923361;-123,2113;-1,970005;86,84879;-0,001392379;0,8361623;0,5484806;-0,06479231;-0,5474043;0,8343567;0,997898;-0,03437579;0,05493872;-0,5474042;-0,03437579;0,05493872;1;-1;0;0
18,6706;2036,101;100,6635;5,582886;112,3944;-3,323717;4,958433;-125,4284;-2,090127;86,93078;-0,001362249;0,8142989;0,5804447;-0,06474045;-0,5792995;0,8125401;0,9979014;-0,03647155;0,05350687;-0,5792995;-0,03647155;0,05350687;1;-1;0;0
18,6873;2037,978;100,5993;5,662109;112,3925;-3,509285;4,988039;-127,6465;-2,206998;87,01736;-0,001330316;0,7912065;0,6115478;-0,06468993;-0,6103356;0,7894973;0,9979047;-0,0385108;0,0519948;-0,6103356;-0,0385108;0,0519948;1;-1;0;0
18,704;2039,855;100,5323;5,741577;112,3904;-3,696071;5,012082;-129,8657;-2,320603;87,10847;-0,00129652;0,7669199;0,641742;-0,06464058;-0,6404649;0,7652628;0,997908;-0,04049057;0,05040407;-0,6404648;-0,04049057;0,05040407;1;-1;0;0
18,7207;2041,732;100,4622;5,821045;112,3883;-3,883856;5,030468;-132,0858;-2,430513;87,20393;-0,001260176;0,7414741;0,6709803;-0,06459218;-0,6696401;0,7398716;0,997911;-0,04240772;0,04873727;-0,6696401;-0,04240772;0,04873727;1;-1;0;0
