35.86876;1.144959;0;1.980409;162.9793
35.88533;1.144951;0;1.980409;162.9793
35.9019;1.144957;0;1.980409;162.9793
35.91911;1.144961;0;1.980409;162.9794
35.93506;1.144956;0;1.980409;162.9794
35.95207;1.144964;0;1.980409;162.9794
35.96816;1.144958;0;1.980409;162.9795
35.9851;1.144956;0;1.980409;162.9795
36.00206;1.144955;0;1.980409;162.9796
36.018;1.144958;0;1.980409;162.9796
36.03443;1.144961;0;1.980409;162.9796
36.05101;1.144959;0;1.980409;162.9797
36.0679;1.144951;0;1.980409;162.9797
36.08413;1.144965;0;1.980409;162.9797
36.10079;1.144957;0;1.980409;162.9798
36.11726;1.144953;0;1.980409;162.9798
36.13383;1.144954;0;1.980409;162.9798
36.15071;1.144958;0;1.980409;162.9799
36.16771;1.144959;0;1.980409;162.9799
36.18367;1.144961;0;1.980409;162.9799
36.2001;1.144945;0;1.980507;162.98
36.21666;1.144958;0;1.980409;162.98
36.2335;1.144955;0;1.980409;162.9801
36.25049;1.144957;0;1.980409;162.9801
36.26643;1.144958;0;1.980409;162.9801
36.28293;1.144958;0;1.980409;162.9801
36.2995;1.144968;0;1.980409;162.9802
36.31652;1.144964;0;1.980409;162.9802
36.33263;1.144954;0;1.980409;162.9803
36.34939;1.144948;0;1.980409;162.9803
36.36576;1.14495;0;1.980409;162.9803
36.38233;1.144951;0;1.980409;162.9804
36.3989;1.144956;0;1.980409;162.9804
36.41547;1.144955;0;1.980409;162.9804
36.43203;1.144957;0;1.980409;162.9805
36.44879;1.144956;0;1.980409;162.9805
36.46516;1.144939;0;1.980409;162.9805
36.48174;1.144948;0;1.980409;162.9806
36.49859;1.144954;0;1.980409;162.9806
36.51487;1.144953;0;1.980409;162.9806
36.5315;1.144956;0;1.980409;162.9807
36.54847;1.144953;0;1.980409;162.9807
36.56456;1.144953;0;1.980409;162.9807
36.58138;1.144957;0;1.980409;162.9808
36.5977;1.144943;0;1.980409;162.9808
36.61428;1.144943;0;1.980409;162.9809
36.63083;1.144951;0;1.980409;162.9809
36.6474;1.144949;0;1.980507;162.9809
36.6642;1.14496;0;1.980507;162.981
36.68053;1.144955;0;1.980409;162.981
36.69711;1.144957;0;1.980409;162.981
36.71367;1.144956;0;1.980409;162.9811
36.73093;1.144959;0;1.980409;162.9811
36.74694;1.144964;0;1.980409;162.9811
36.76336;1.14497;0;1.980409;162.9812
36.77993;1.144961;0;1.980409;162.9812
36.79679;1.144953;0;1.980409;162.9812
36.81375;1.150001;0;1.998999;162.9813
36.82968;1.160133;0;2.035382;162.9813
36.84634;1.175475;0;2.088629;162.9813
36.86362;1.196125;0;2.158398;162.9813
36.87953;1.222277;0;2.244197;162.9813
36.89651;1.25528;0;2.349104;162.9813
36.91249;1.295387;0;2.472905;162.9813
36.92941;1.342426;0;2.613818;162.9813
36.94636;1.39629;0;2.770504;162.9813
36.96242;1.456891;0;2.941579;162.9814
36.97928;1.5242;0;3.126123;162.9814
36.99533;1.598125;0;3.322662;162.9814
37.01223;1.67863;0;3.530362;162.9813
37.02843;1.765691;0;3.74826;162.9813
37.04513;1.859297;0;3.975424;162.9813
37.06157;1.959447;0;4.211195;162.9813
37.07813;2.066228;0;4.45505;162.9813
37.09496;2.179616;0;4.706277;162.9813
37.11129;2.299633;0;4.964121;162.9813
37.12791;2.426309;0;5.228097;162.9813
37.1444;2.559679;0;5.497756;162.9813
37.16096;2.699706;0;5.772241;162.9814
37.17773;2.846437;0;6.051261;162.9813
37.19473;2.999883;0;6.334254;162.9814
37.21074;3.160138;0;6.621017;162.9814
37.22723;3.327298;0;6.9114;162.9814
37.2446;3.50134;0;7.204812;162.9814
37.26053;3.682323;0;7.500984;162.9814
37.27693;3.87031;0;7.799712;162.9814
